SMD,votes_2022
8B03,18.65203761755486
8B04,18.444266238973537
8B05,21.192052980132452
8B06,28.588098016336055
8B07,18.479087452471482
8C01,22.263868065967017
8C02,22.76843467011643
8C03,22.275641025641026
8C04,27.51196172248804
8C05,20.680628272251308
8C06,26.57967032967033
8C07,25.301204819277107
8C08,24.069319640564828
8D01,28.1590763309814
8D02,11.180124223602485
8D03,17.20356408498972
8D04,13.611491108071135
8D05,21.632937892533146
8D06,28.40840840840841
8D07,20.575221238938052
8D08,25.084288604180713
8E01,20.603674540682416
8E02,18.94736842105263
8E03,20.206489675516224
8E04,20.671140939597315
8E05,28.72769142199194
8E06,19.438285291943828
8E07,22.660818713450293
8E08,25.650035137034433
8E09,20.55363321799308
8F01,38.18681318681319
8F02,34.37385236871098
8F03,40.442890442890445
8F04,40.83574679354572
8F05,38.59737638748739
